barrio,poblacion,hogares,nbi,pct_nbi,escuelas_total,escuelas_estatales,escuelas_privadas,dispensarios_municipales,paradas_colectivo,lineas_colectivo,luminarias_reportes,comisarias,centros_vecinales,poblacion_log,pct_escuelas_privadas,escuelas_por_1000_hab,dispensarios_por_10000_hab,comisarias_por_10000_hab,paradas_por_1000_hab,centros_vecinales_por_10000_hab,tiene_escuela,tiene_dispensario,tiene_comisaria,tiene_transporte,infraestructura_score,centroide_lat,centroide_lon,area_barrio_km2,densidad_poblacional,densidad_hogares,infraestructura_por_km2,educacion_ratio_publico_privado,servicios_basicos_score,tamano_promedio_hogar,cluster_barrio,cluster_descripcion,categoria_infraestructura,tooltip_html
COOPERATIVA EL FUTURO,500.0,200.0,12.0,6.0,0,0,0,0,3,2,0,0,0,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,-31.4401823495232,-64.1081012779207,0.04,12500.0,5000.0,2.778,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>COOPERATIVA EL FUTURO</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
COOPERATIVA LA HERMOSA,500.0,200.0,24.0,12.0,0,0,0,0,0,0,0,0,1,6.217,0.0,0.0,0.0,0.0,0.0,20.0,0,0,0,0,0.0,-31.4387347588299,-64.108104347353,0.04,12500.0,5000.0,0.0,1.0,0.0,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COOPERATIVA LA HERMOSA</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COOPERATIVA LA UNIDAD,2120.0,508.0,32.0,6.3,0,0,0,0,8,3,0,0,1,7.66,0.0,0.0,0.0,0.0,3.77,4.72,0,0,0,1,0.0698,-31.4306306779508,-64.1128840395055,0.21,10095.24,2419.05,0.332,1.0,0.33,4.17,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COOPERATIVA LA UNIDAD</b><hr>Pob: 2120.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
CORDOBA IV,500.0,200.0,0.0,0.0,2,0,2,0,4,1,0,0,0,6.217,1.0,4.0,0.0,0.0,8.0,0.0,1,0,0,1,0.4257,-31.3896498487242,-64.2635715412857,0.09,5555.56,2222.22,4.73,0.33,0.67,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>CORDOBA IV</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
CORDOBA V,500.0,200.0,1.0,0.5,0,0,0,0,2,2,0,0,0,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,-31.3849544927415,-64.2624888179182,0.06,8333.33,3333.33,1.235,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>CORDOBA V</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
CORRAL DE PALOS,1244.0,342.0,23.0,6.73,0,0,0,0,7,2,0,0,1,7.127,0.0,0.0,0.0,0.0,5.63,8.04,0,0,0,1,0.1043,-31.4396411027469,-64.141051484461,0.13,9569.23,2630.77,0.802,1.0,0.33,3.64,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>CORRAL DE PALOS</b><hr>Pob: 1244.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
COSTA VERDE,500.0,200.0,0.0,0.0,0,0,0,1,6,2,0,0,0,6.217,0.0,0.0,6.656999999999986,0.0,12.0,0.0,0,1,0,1,0.4444,-31.3812221255911,-64.2504690018409,0.09,5555.56,2222.22,4.938,1.0,0.67,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>COSTA VERDE</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
COUNTRY ALTOS DEL CHATEAU,1120.0,252.0,0.0,0.0,1,0,1,0,0,0,0,0,0,7.022,1.0,0.89,0.0,0.0,0.0,0.0,1,0,0,0,0.0618,-31.374793804328448,-64.2668099528476,0.46,2434.78,547.83,0.134,0.5,0.33,4.44,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY ALTOS DEL CHATEAU</b><hr>Pob: 1120.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY BARRANCAS,500.0,200.0,0.0,0.0,0,0,0,0,6,1,0,0,0,6.217,0.0,0.0,0.0,0.0,12.0,0.0,0,0,0,1,0.2222,-31.3805061482489,-64.2462880530412,0.14,3571.43,1428.57,1.587,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>COUNTRY BARRANCAS</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
COUNTRY CLUB,500.0,200.0,0.0,0.0,0,0,0,0,6,2,0,0,0,6.217,0.0,0.0,0.0,0.0,12.0,0.0,0,0,0,1,0.2222,-31.4533364108918,-64.1872789853517,0.04,12500.0,5000.0,5.555,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>COUNTRY CLUB</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
COUNTRY FORTIN DEL POZO,500.0,200.0,6.0,3.0,0,0,0,0,1,2,0,0,0,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,-31.4740206319748,-64.1757907577539,0.47,1063.83,425.53,0.079,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY FORTIN DEL POZO</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY JOCKEY CLUB,1555.0,379.0,7.0,1.85,0,0,0,0,0,0,0,0,0,7.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.4634727942897,-64.1766590207414,1.22,1274.59,310.66,0.0,1.0,0.0,4.1,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY JOCKEY CLUB</b><hr>Pob: 1555.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY LA RESERVA,795.0,207.0,2.0,0.97,0,0,0,0,0,0,0,0,0,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.3672636397445,-64.2683557873944,0.39,2038.46,530.77,0.0,1.0,0.0,3.84,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY LA RESERVA</b><hr>Pob: 795.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,9,2,0,0,0,6.217,0.0,0.0,0.0,0.0,18.0,0.0,0,0,0,1,0.3333,-31.4773649782027,-64.1736761204654,0.0,0.0,0.0,0.0,1.0,0.33,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>COUNTRY LA SANTINA - COUNTRY CAMPINA DEL SUR</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
COUNTRY LAS DELICIAS,776.0,213.0,2.0,0.94,0,0,0,0,0,0,0,0,0,6.655,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.3619352535703,-64.2994579008155,1.33,583.46,160.15,0.0,1.0,0.0,3.64,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY LAS DELICIAS</b><hr>Pob: 776.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY LOMAS DE LA CAROLINA,1572.0,383.0,0.0,0.0,0,0,0,0,2,1,0,0,0,7.361,0.0,0.0,0.0,0.0,1.27,0.0,0,0,0,1,0.0235,-31.3556553169784,-64.3056209170965,1.44,1091.67,265.97,0.016,1.0,0.33,4.1,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY LOMAS DE LA CAROLINA</b><hr>Pob: 1572.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
COUNTRY LOS ALGARROBOS,500.0,200.0,0.0,0.0,0,0,0,0,4,2,0,0,0,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,-31.4833510004042,-64.2406895217807,0.09,5555.56,2222.22,1.646,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>COUNTRY LOS ALGARROBOS</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
COUNTRY LOS MIMBRES,500.0,200.0,0.0,0.0,0,0,0,0,3,1,0,0,0,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,-31.4933845474551,-64.1839627867177,0.18,2777.78,1111.11,0.617,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>COUNTRY LOS MIMBRES</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
COUNTRY RANCH CLUB,500.0,200.0,0.0,0.0,0,0,0,0,3,1,0,0,0,6.217,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,1,0.1111,-31.4527198034093,-64.2191810889962,0.06,8333.33,3333.33,1.852,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>COUNTRY RANCH CLUB</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
COUNTRY VALLE ESCONDIDO,6660.0,1818.0,8.0,0.44,1,0,1,0,3,1,0,0,0,8.804,1.0,0.15,0.0,0.0,0.45,0.0,1,0,0,1,0.0187,-31.365093628436902,-64.280614112077,5.38,1237.92,337.92,0.003,0.5,0.67,3.66,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>COUNTRY VALLE ESCONDIDO</b><hr>Pob: 6660.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
CRISOL NORTE,1224.0,541.0,5.0,0.92,8,4,4,0,41,20,121,0,1,7.111,0.5,4.8035,0.0,0.0,24.0,8.17,1,0,0,1,0.7778,-31.428051362204,-64.167176368668,0.24,5100.0,2254.17,3.241,1.0,0.67,2.26,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>CRISOL NORTE</b><hr>Pob: 1224.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
CRISOL SUD,3336.0,1124.0,10.0,0.89,7,4,3,0,17,8,152,0,1,8.113,0.429,2.1,0.0,0.0,5.1,3.0,1,0,0,1,0.2402,-31.4349582821362,-64.1674254311003,0.52,6415.38,2161.54,0.462,1.25,0.67,2.97,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>CRISOL SUD</b><hr>Pob: 3336.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
CUPANI,2255.0,674.0,32.0,4.75,2,0,2,1,13,6,6,0,1,7.721,1.0,0.89,4.43,0.0,5.76,4.43,1,1,0,1,0.3163,-31.4214735888533,-64.2076951619414,0.19,11868.42,3547.37,1.665,0.33,1.0,3.35,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>CUPANI</b><hr>Pob: 2255.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
DE LOS BIOQUIMICOS,1265.0,348.0,25.0,7.18,0,0,0,0,13,1,0,0,1,7.144,0.0,0.0,0.0,0.0,10.28,7.91,0,0,0,1,0.1904,-31.3204288535283,-64.2668138957885,0.17,7441.18,2047.06,1.12,1.0,0.33,3.64,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>DE LOS BIOQUIMICOS</b><hr>Pob: 1265.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
DE LOS DOCENTES,500.0,200.0,0.0,0.0,0,0,0,0,3,3,0,0,2,6.217,0.0,0.0,0.0,0.0,6.0,40.0,0,0,0,1,0.1111,-31.4590670929175,-64.1524118917786,0.01,50000.0,20000.0,11.11,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>DE LOS DOCENTES</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
DEAN FUNES,2124.0,682.0,22.0,3.23,2,1,1,0,27,10,87,0,1,7.662,0.5,0.94,0.0,0.0,12.71,4.71,1,0,0,1,0.3006,-31.4458597071522,-64.1178957921271,0.74,2870.27,921.62,0.406,1.0,0.67,3.11,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>DEAN FUNES</b><hr>Pob: 2124.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
DIPAS,500.0,200.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.3563236095696,-64.2944936477692,0.0,0.0,0.0,0.0,1.0,0.0,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>DIPAS</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
DUCASSE,936.0,389.0,32.0,8.23,1,1,0,0,52,43,5,0,1,6.843,0.0,1.07,0.0,0.0,24.0,10.68,1,0,0,1,0.5187,-31.404888252086,-64.1908855434012,0.17,5505.88,2288.24,3.051,2.0,0.67,2.41,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>DUCASSE</b><hr>Pob: 936.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
EJERCITO ARGENTINO,1845.0,624.0,8.0,1.28,3,3,0,0,37,24,64,0,1,7.521,0.0,1.63,0.0,0.0,20.05,5.42,1,0,0,1,0.4844,-31.447568948723,-64.1961913422897,0.15,12300.0,4160.0,3.229,4.0,0.67,2.96,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>EJERCITO ARGENTINO</b><hr>Pob: 1845.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
EL BALCON,500.0,200.0,0.0,0.0,0,0,0,0,1,1,0,0,0,6.217,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,1,0.037,-31.3747201959085,-64.2747796532456,0.0,0.0,0.0,0.0,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL BALCON</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL BOSQUE,1590.0,407.0,6.0,1.47,0,0,0,0,6,1,0,0,1,7.372,0.0,0.0,0.0,0.0,3.77,6.29,0,0,0,1,0.0698,-31.3380384713002,-64.307387518257,1.73,919.08,235.26,0.04,1.0,0.33,3.91,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL BOSQUE</b><hr>Pob: 1590.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL CABILDO,5049.0,1331.0,88.0,6.61,5,5,0,1,22,4,13,0,1,8.527,0.0,0.99,1.98,0.0,4.36,1.98,1,1,0,1,0.2155,-31.4859068227125,-64.2351105437776,0.55,9180.0,2420.0,0.392,6.0,1.0,3.79,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>EL CABILDO</b><hr>Pob: 5049.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
EL CERRITO,3659.0,920.0,105.0,11.41,1,1,0,1,8,2,5,0,2,8.205,0.0,0.27,2.73,0.0,2.19,5.47,1,1,0,1,0.1504,-31.3221687252868,-64.2502548066828,0.7,5227.14,1314.29,0.215,2.0,1.0,3.98,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>EL CERRITO</b><hr>Pob: 3659.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
EL PRADO,500.0,200.0,0.0,0.0,0,0,0,0,4,1,0,0,0,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,-31.375753313966,-64.2703111858803,0.0,0.0,0.0,0.0,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>EL PRADO</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
EL PUEBLITO,1315.0,332.0,124.0,37.35,0,0,0,0,0,0,0,0,0,7.182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.4064405446942,-64.2568328545741,0.4,3287.5,830.0,0.0,1.0,0.0,3.96,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL PUEBLITO</b><hr>Pob: 1315.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL QUEBRACHAL,500.0,200.0,5.0,2.5,0,0,0,0,8,1,0,0,0,6.217,0.0,0.0,0.0,0.0,16.0,0.0,0,0,0,1,0.2963,-31.3380076521557,-64.0666753385544,1.98,252.53,101.01,0.15,1.0,0.33,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>EL QUEBRACHAL</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
EL QUEBRACHO,4361.0,1017.0,136.0,13.37,2,2,0,0,12,4,238,0,2,8.381,0.0,0.46,0.0,0.0,2.75,4.59,1,0,0,1,0.0828,-31.4773371547605,-64.1377151621983,0.76,5738.16,1338.16,0.109,3.0,0.67,4.29,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL QUEBRACHO</b><hr>Pob: 4361.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL REFUGIO,1201.0,334.0,2.0,0.6,1,0,1,0,5,3,146,0,0,7.092,1.0,0.83,0.0,0.0,4.16,0.0,1,0,0,1,0.1346,-31.3442649511605,-64.2818199937408,0.32,3753.12,1043.75,0.421,0.5,0.67,3.6,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>EL REFUGIO</b><hr>Pob: 1201.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
EL TREBOL,1264.0,412.0,6.0,1.46,0,0,0,0,5,4,60,0,1,7.143,0.0,0.0,0.0,0.0,3.96,7.91,0,0,0,1,0.0733,-31.4230857776258,-64.2255537451732,0.17,7435.29,2423.53,0.431,1.0,0.33,3.07,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EL TREBOL</b><hr>Pob: 1264.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EL VIEJO ALGARROBO,500.0,200.0,4.0,2.0,1,1,0,0,23,1,0,0,1,6.217,0.0,2.0,0.0,0.0,24.0,20.0,1,0,0,1,0.5832,-31.5024363493638,-64.1658119554321,0.24,2083.33,833.33,2.43,2.0,0.67,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>EL VIEJO ALGARROBO</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
EMAUS,500.0,200.0,1.0,0.5,0,0,0,0,2,1,6,0,0,6.217,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,1,0.0741,-31.4371264001266,-64.1430479576708,0.02,25000.0,10000.0,3.705,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>EMAUS</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
EMPALME,3426.0,1140.0,12.0,1.05,7,5,2,0,7,8,79,1,0,8.139,0.286,2.04,0.0,1.5584999999999962,2.04,0.0,1,0,1,1,0.2905,-31.4345112094775,-64.130487667635,0.63,5438.1,1809.52,0.461,2.0,0.67,3.01,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>EMPALME</b><hr>Pob: 3426.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
EMPALME CASAS DE OBREROS Y EMPLEADOS,1233.0,375.0,13.0,3.47,0,0,0,0,21,11,24,0,1,7.118,0.0,0.0,0.0,0.0,17.03,8.11,0,0,0,1,0.3154,-31.4387401458057,-64.1251666065268,0.18,6850.0,2083.33,1.752,1.0,0.33,3.29,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Alta,<b>EMPALME CASAS DE OBREROS Y EMPLEADOS</b><hr>Pob: 1233.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Alta
ESCOBAR,2180.0,733.0,7.0,0.95,4,2,2,0,17,4,456,0,0,7.688,0.5,1.83,0.0,0.0,7.8,0.0,1,0,0,1,0.2714,-31.3918891605182,-64.2206422574801,0.44,4954.55,1665.91,0.617,1.0,0.67,2.97,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>ESCOBAR</b><hr>Pob: 2180.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
ESCUELA DE SUBOFICIALES,500.0,200.0,0.0,0.0,0,0,0,1,2,1,0,0,1,6.217,0.0,0.0,6.656999999999986,0.0,4.0,20.0,0,1,0,1,0.2963,-31.4272175434882,-64.2575368439051,0.0,0.0,0.0,0.0,1.0,0.67,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>ESCUELA DE SUBOFICIALES</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
ESTACION FLORES,3876.0,1024.0,124.0,12.11,5,5,0,1,13,2,287,0,1,8.263,0.0,1.29,2.58,0.0,3.35,2.58,1,1,0,1,0.2377,-31.4487314083608,-64.2475078934286,0.7,5537.14,1462.86,0.34,6.0,1.0,3.79,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>ESTACION FLORES</b><hr>Pob: 3876.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
ESTADIO CORDOBA,500.0,200.0,0.0,0.0,0,0,0,0,4,0,0,0,0,6.217,0.0,0.0,0.0,0.0,8.0,0.0,0,0,0,1,0.1481,-31.3678801343148,-64.2467689606442,0.0,0.0,0.0,0.0,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Media,<b>ESTADIO CORDOBA</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Media
FERIAR,500.0,200.0,0.0,0.0,0,0,0,0,10,2,0,0,1,6.217,0.0,0.0,0.0,0.0,20.0,20.0,0,0,0,1,0.3704,-31.3702867943909,-64.2556701915654,0.0,0.0,0.0,0.0,1.0,0.33,2.5,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>FERIAR</b><hr>Pob: 500.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
FERRER,1844.0,462.0,139.0,30.09,0,0,0,1,13,5,21,0,2,7.52,0.0,0.0,5.42,0.0,7.05,10.85,0,1,0,1,0.3115,-31.4437749243189,-64.2117812947588,0.21,8780.95,2200.0,1.483,1.0,0.67,3.99,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>FERRER</b><hr>Pob: 1844.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
FERREYRA,3868.0,1029.0,101.0,9.82,5,4,1,0,19,2,66,2,1,8.261,0.2,1.29,0.0,1.5584999999999962,4.91,2.59,1,0,1,1,0.2916,-31.4663540173135,-64.1106089877883,0.89,4346.07,1156.18,0.328,2.5,0.67,3.76,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Alta,<b>FERREYRA</b><hr>Pob: 3868.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Alta
FERREYRA SEGUNDA SECCION,939.0,215.0,32.0,14.88,0,0,0,0,6,2,0,0,0,6.846,0.0,0.0,0.0,0.0,6.39,0.0,0,0,0,1,0.1183,-31.4710619707259,-64.1175953235484,0.1,9390.0,2150.0,1.183,1.0,0.33,4.37,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Baja,<b>FERREYRA SEGUNDA SECCION</b><hr>Pob: 939.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Baja
FERROVIARIO MITRE,1133.0,350.0,42.0,12.0,6,5,1,0,9,9,14,0,1,7.034,0.167,4.8035,0.0,0.0,7.94,8.83,1,0,0,1,0.4804,-31.4334514626288,-64.136352474103,0.18,6294.44,1944.44,2.669,3.0,0.67,3.24,0,Cluster 1: Urbano Consolidado (Alta Infraestructura),Muy Alta,<b>FERROVIARIO MITRE</b><hr>Pob: 1133.0<br>Cluster: Cluster 1: Urbano Consolidado (Alta Infraestructura)<br>Infr: Muy Alta
FINCA LA DOROTEA,500.0,200.0,10.0,5.0,0,0,0,0,2,1,12,0,1,6.217,0.0,0.0,0.0,0.0,4.0,20.0,0,0,0,1,0.0741,-31.3764290500034,-64.1151406917793,0.15,3333.33,1333.33,0.494,1.0,0.33,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>FINCA LA DOROTEA</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
FINCAS DEL SUR,500.0,200.0,0.0,0.0,0,0,0,0,0,0,187,0,0,6.217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-31.4867716545205,-64.1572739805666,0.59,847.46,338.98,0.0,1.0,0.0,2.5,1,Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa,Muy Baja,<b>FINCAS DEL SUR</b><hr>Pob: 500.0<br>Cluster: Cluster 2: Vulnerabilidad Alta / Infraestructura Escasa<br>Infr: Muy Baja
